"文献番号","出願番号","出願日","公知日","発明の名称","出願人/権利者","FI","公開番号","公告番号","登録番号","審判番号","その他","ステージ","イベント詳細","文献URL"
"特開2020-094393","特願2018-232693","2018/12/12","2020/06/18","注入外管","戸田建設株式会社,太洋基礎工業株式会社,富士化学株式会社","E02D3/12,101","特開2020-094393","","特許7117735","拒絶2021-009601","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2020-094393/11/ja"
"特開2020-091507","特願2018-226180","2018/12/03","2020/06/11","ＡＩロボットによる入退場管理システム","ユニロボット株式会社,戸田建設株式会社","G07C9/00@Z,G10L15/02,300@J,G10L17/00,200@C,G10L25/66,G06Q10/10,320,G07C9/00,G07C9/25,G06Q10/105,G07C9/10,G07C9/20,G07C9/22,G07C9/24,G07C9/26,G07C9/27,G07C9/33,G07C9/38","特開2020-091507","","特許7169182","","","特許 有効","権利の移転","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2020-091507/11/ja"
"特開2020-084598","特願2018-221134","2018/11/27","2020/06/04","遮音壁構造","フクビ化学工業株式会社,戸田建設株式会社","E04B1/82@F,E04B1/82@W,E04B2/56,643@F,E04B2/56,643@G,E04B2/74,551@G,E04B2/74,551@Z","特開2020-084598","","特許7229733","拒絶2022-020960","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2020-084598/11/ja"
"特開2020-070655","特願2018-206382","2018/11/01","2020/05/07","免震装置の拘束方法","戸田建設株式会社","E04H9/02,331@Z,E04G21/14,F16F15/04@P,F16F1/40","特開2020-070655","","特許7169165","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2020-070655/11/ja"
"特開2020-070627","特願2018-205504","2018/10/31","2020/05/07","杭と基礎コンクリート部との接合構造、プレキャストコンクリート体、及び施工方法","戸田建設株式会社","E02D27/12@A,E02D5/34@A,E02D27/12@Z","特開2020-070627","","特許7112939","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2020-070627/11/ja"
"特開2020-068731","特願2018-206383","2018/11/01","2020/05/07","園芸施設における潅水チューブの配設並びに環境制御方法","戸田建設株式会社","A01G9/24@X,A01G9/18","特開2020-068731","","特許7161375","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2020-068731/11/ja"
"特開2020-067107","特願2018-199002","2018/10/23","2020/04/30","防振装置","戸田建設株式会社","F16F15/08@C,F16F15/08@E","特開2020-067107","","特許7133431","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2020-067107/11/ja"
"特開2020-065463","特願2018-199003","2018/10/23","2020/04/30","花粉交配用昆虫の管理装置及び花粉交配用昆虫の管理方法","戸田建設株式会社","A01K67/033,502,A01K67/34","特開2020-065463","","特許7138012","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2020-065463/11/ja"
"特開2020-063589","特願2018-195588","2018/10/17","2020/04/23","トンネル内周面の補強構造及びトンネル内周面の補強方法","コニシ株式会社,株式会社有沢製作所,戸田建設株式会社,公益財団法人鉄道総合技術研究所","E21D11/00@Z","特開2020-063589","","特許7080154","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2020-063589/11/ja"
"特開2020-054289","特願2018-187867","2018/10/03","2020/04/09","施設栽培果実の収穫予測システム","戸田建設株式会社","A01G7/00,603,A01G1/00,301@Z,A01G1/00,301@H,G06Q50/02,G06T7/00,300@F,A01G22/05@A,A01G22/05@Z,A01G22/50","特開2020-054289","","特許7137426","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2020-054289/11/ja"
"特開2020-041325","特願2018-169070","2018/09/10","2020/03/19","掘削機切削用仮壁及びその製造方法","戸田建設株式会社","E21D9/06,301@E","特開2020-041325","","特許7150533","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2020-041325/11/ja"
"特開2020-033756","特願2018-160952","2018/08/30","2020/03/05","力骨の取付構造、及び取付方法と、鉄骨の合成耐火被覆構造、及び鉄骨の合成耐火被覆の下地材","株式会社フジタ,株式会社安藤・間,株式会社熊谷組,株式会社鴻池組,株式会社大林組,株式会社竹中工務店,戸田建設株式会社,五洋建設株式会社,三井住友建設株式会社,鹿島建設株式会社,清水建設株式会社,西松建設株式会社,前田建設工業株式会社,大成建設株式会社,大和ハウス工業株式会社","E04B1/94@D,E04F13/04,105","特開2020-033756","","特許6731454","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2020-033756/11/ja"
"特開2020-033735","特願2018-159999","2018/08/29","2020/03/05","トンネル掘削機","ＪＩＭテクノロジー株式会社,戸田建設株式会社,日本シビックコンサルタント株式会社","E21D9/087@A,E21D9/087@C","特開2020-033735","","特許7094180","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2020-033735/11/ja"
"特開2020-012324","特願2018-136173","2018/07/19","2020/01/23","山留め構造体、軸力伝達装置及び山留め構造体の設置方法","ジェコス株式会社,戸田建設株式会社","E02D17/04@B","特開2020-012324","","特許7174548","一部異議2023-700506","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2020-012324/11/ja"
"特開2020-002648","特願2018-123465","2018/06/28","2020/01/09","騒音低減方法及び天井裏構造","戸田建設株式会社","E04B9/00@A,E04B1/86@C,E04B1/86@V,G01H3/00@A","特開2020-002648","","特許7053389","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2020-002648/11/ja"
"特開2020-002550","特願2018-120414","2018/06/26","2020/01/09","堤防法面におけるコンクリートパネルの設置構造","戸田建設株式会社","E02B3/14,301,E02D17/20,103@Z","特開2020-002550","","特許7102251","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2020-002550/11/ja"
"特開2020-000131","特願2018-124009","2018/06/29","2020/01/09","施設栽培用の施設","戸田建設株式会社","A01G9/20@B,A01G9/22","特開2020-000131","","特許7137972","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2020-000131/11/ja"
"特開2019-219442","特願2018-114633","2018/06/15","2019/12/26","安全体感施設","戸田建設株式会社","G09B9/00@Z","特開2019-219442","","特許7104566","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2019-219442/11/ja"
"特開2019-218774","特願2018-117761","2018/06/21","2019/12/26","足場における緊結装置","アルインコ株式会社,株式会社杉孝グループホールディングス,株式会社大同機械,戸田建設株式会社","E04G7/32@A,E04G7/34,303@A,F16B7/04,301@J","特開2019-218774","","特許6729881","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2019-218774/11/ja"
"特開2019-218752","特願2018-116701","2018/06/20","2019/12/26","掘削機切削用仮壁及びその切削方法","戸田建設株式会社","E21D9/06,301@E","特開2019-218752","","特許7019518","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2019-218752/11/ja"
"特開2019-218686","特願2018-114499","2018/06/15","2019/12/26","遮音構造体","戸田建設株式会社","E01F8/00,G10K11/16,110","特開2019-218686","","特許7064972","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2019-218686/11/ja"
"特開2019-214823","特願2018-110936","2018/06/11","2019/12/19","土留壁","戸田建設株式会社","E02D17/04@Z,E02D17/04@B,E02D5/04","特開2019-214823","","特許7148287","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2019-214823/11/ja"
"特開2019-214180","特願2018-112949","2018/06/13","2019/12/19","セメント組成物の製造方法","株式会社フローリック,戸田建設株式会社","B28C7/04,C04B28/02,C04B24/18@B,C04B16/02@Z,C04B24/38@C,C04B24/26@B,C04B24/26@E,C04B24/26@F,C04B24/26@H,C08F246/00","特開2019-214180","","特許7126871","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2019-214180/11/ja"
"特開2019-206813","特願2018-101642","2018/05/28","2019/12/05","基礎杭施工時における支持地盤の確認方法及びそのためのオーガー","戸田建設株式会社","E02D1/00,E02D1/04,E21B7/00@A","特開2019-206813","","特許7112888","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2019-206813/11/ja"
"特開2019-196648","特願2018-091589","2018/05/10","2019/11/14","建物の制振システム及び建物","戸田建設株式会社,三菱重工機械システム株式会社","E04H9/02,341@D,E04H9/14@G,F16F15/02@C,F16F15/02@A","特開2019-196648","","特許7025988","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2019-196648/11/ja"
"特開2019-194787","特願2018-088621","2018/05/02","2019/11/07","部品情報管理システム、および部品情報管理プログラム","戸田建設株式会社","G06T7/73,B65G1/137@A,B65G1/137@E","特開2019-194787","","特許7130423","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2019-194787/11/ja"
"特開2019-194408","特願2018-088703","2018/05/02","2019/11/07","地盤中での遮水および透水回復工法","学校法人早稲田大学,株式会社エフビーエス・ミヤマ,株式会社安藤・間,株式会社地域地盤環境研究所,戸田建設株式会社,西松建設株式会社,前田建設工業株式会社,日特建設株式会社,有限会社マグマ","E02D3/12,101,E02D5/20,102,E02D5/18,102,C09K8/508","特開2019-194408","","特許7112242","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2019-194408/11/ja"
"特開2019-190189","特願2018-086425","2018/04/27","2019/10/31","山岳トンネルにおける発破最適化方法","戸田建設株式会社","E21D9/00@C","特開2019-190189","","特許7049902","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2019-190189/11/ja"
"特開2019-190134","特願2018-084085","2018/04/25","2019/10/31","掘削機及び掘削方法","戸田建設株式会社","E21D9/08,E21D9/06,301@Z,E21D9/087@A,E21D9/08@Z","特開2019-190134","","特許7088728","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2019-190134/11/ja"
"特開2019-183452","特願2018-073069","2018/04/05","2019/10/24","シールド掘進機のテールシール","戸田建設株式会社,日本シビックコンサルタント株式会社","E21D11/00@B","特開2019-183452","","特許7105088","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2019-183452/11/ja"
"特開2019-181906","特願2018-079532","2018/04/18","2019/10/24","コンクリートの練混ぜ温度管理方法","戸田建設株式会社,名岐エンジニアリング株式会社","B28C7/06","特開2019-181906","","特許7132565","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2019-181906/11/ja"
"特開2019-173494","特願2018-065484","2018/03/29","2019/10/10","梁、床用制振装置","戸田建設株式会社,三和テッキ株式会社","E04B1/98@E","特開2019-173494","","特許7027222","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2019-173494/11/ja"
"特開2019-167678","特願2018-054141","2018/03/22","2019/10/03","トンネルの吹付け制御方法","エフティーエス株式会社,株式会社錢高組,戸田建設株式会社,清水建設株式会社,西松建設株式会社,前田建設工業株式会社","E21D11/10@D,G01B11/02@Z,G01C7/06,G01C15/00,104@A","特開2019-167678","","特許7032733","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2019-167678/11/ja"
"特開2019-163598","特願2018-050754","2018/03/19","2019/09/26","既存の鉄筋コンクリート構造物の補強構造及び補強工法","戸田建設株式会社","E04G23/02@F,E01D22/00@B,E01D19/02,E04G23/02@E","特開2019-163598","","特許6966964","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2019-163598/11/ja"
"特開2019-158731","特願2018-047942","2018/03/15","2019/09/19","構造物の固有周期推定方法、構造物の耐震性判定方法、構造物の固有周期推定システム及び構造物の耐震性判定システム","戸田建設株式会社","G01M7/02@H,G01M99/00@Z","特開2019-158731","","特許6944898","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2019-158731/11/ja"
"特開2019-158730","特願2018-047941","2018/03/15","2019/09/19","構造物の耐震性判定方法及び構造物の耐震性判定システム","戸田建設株式会社","G01V1/28,G01M99/00@Z,G01H1/00@E","特開2019-158730","","特許7007222","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2019-158730/11/ja"
"特開2019-158023","特願2018-046441","2018/03/14","2019/09/19","連結装置","カヤバ　システム　マシナリー株式会社,戸田建設株式会社,昭和電線ケーブルシステム株式会社,ＫＹＢ株式会社","F16F15/04@L,E04H9/02,331@B,E04H9/02,331@D,F16F15/023@Z,F16F9/54","特開2019-158023","","特許6971895","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2019-158023/11/ja"
"特開2019-157526","特願2018-046470","2018/03/14","2019/09/19","鉄骨工事における仮ボルト不要接合装置及び接合工法","戸田建設株式会社","E04G21/18@C","特開2019-157526","","特許7021985","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2019-157526/11/ja"
"特開2019-127692","特願2018-007934","2018/01/22","2019/08/01","コンクリート部材の接合方法","ジオスター株式会社,戸田建設株式会社,西松建設株式会社,日本スプライススリーブ株式会社","E21D11/00@Z,E21D11/08,E21D11/10@Z,E04B1/61,503@C,E04C5/10,E04C5/18,101,E04G21/12,105@E","特開2019-127692","","特許7095997","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2019-127692/11/ja"
"特開2019-124068","特願2018-005714","2018/01/17","2019/07/25","トンネル用防水シートの展張装置","株式会社ケー・エフ・シー,戸田建設株式会社,有限会社出雲鉄工所","E21D11/38@A","特開2019-124068","","特許6994393","","","特許 有効","権利の移転","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2019-124068/11/ja"
