"文献番号","出願番号","出願日","公知日","発明の名称","出願人/権利者","FI","要約","公開番号","公告番号","登録番号","審判番号","その他","ステージ","イベント詳細","文献URL"
"特開2019-171723","特願2018-063858","2018/03/29","2019/10/10","端子、端子を備えたパワーモジュール用射出成形体、及びその製造方法","株式会社アテックス,長瀬産業株式会社","B29C45/14,B29C45/26,H01R43/24,H01R43/20@Z","(57)【要約】      （修正有）
【課題】端子及び基板を一体成形することができるパワーモジュール用射出成形体の製造方法及びそれに用いる特定形状の端子を提供する。
【解決手段】パワーモジュール用射出成形体の製造方法であって、特定形状を有する端子１の第一先端部１２を基板７に差し込む工程と、第二先端部１３が樹脂成形金型４内の端子挿入部４１に挿入されるように、前記基板を前記金型に配置する工程と、前記金型に樹脂５を流入することにより、前記基板及び前記端子を一体成形する工程と含む、製造方法。
【選択図】図５
","特開2019-171723","","特許6989824","拒絶2021-011106","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2019-171723/11/ja"
"再表2019/163767","特願2020-501780","2019/02/19","2019/08/29","エルゴチオネインの製造方法","長瀬産業株式会社","C12P17/10,C12N1/21,C12N15/31","(57)【要約】
  安価かつ大量にエルゴチオネインを製造する方法および該方法に使用する細菌を提供する。エルゴチオネインもしくはその関連物質、またはこれらの混合物の製造方法であって、エルゴチオネイン生産能を有する腸内細菌科に属する細菌を培地で培養すること、および該培地、または該培養により得られた菌体よりエルゴチオネインもしくはその関連物質、またはこれらの混合物を採取すること、を含み、前記細菌が、Ser-Arg-Gly-Arg-Thr（配列番号７）なる５アミノ酸を有するコア配列領域を含むタンパク質の活性が低下するように改変されている菌株であることを特徴とする方法；およびSer-Arg-Gly-Arg-Thr（配列番号７）なる５アミノ酸を有するコア配列領域を含むタンパク質の活性が低下するように改変されている、エルゴチオネイン生産能を有する腸内細菌科に属する細菌。
","WO2019/163767","","特許6948453","","再表2019/163767","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2019-163767/19/ja"
"再表2019/163640","特願2019-538707","2019/02/14","2019/08/29","ゲルベアルコールを製造する方法","学校法人　関西大学,長瀬産業株式会社","C07C29/34,C07C31/02,C07C31/125,C07B61/00,300","(57)【要約】
第一級又は第二級水酸基を有する１種又は２種以上の炭素数４～１６のアルコールを、遷移金属ナノ粒子、及び塩基の存在下で二量化させて、ゲルベアルコールを生成させる工程を備える、ゲルベアルコールを製造する方法が開示される。遷移金属ナノ粒子が、配位性有機溶媒を含む溶媒中で遷移金属化合物を加熱することにより生成する粒子である。
","WO2019/163640","","特許6632049","","再表2019/163640","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2019-163640/19/ja"
"特許6569027","特願2019-528150","2019/05/22","2019/08/28","集団健診における個人認証及び健診データ管理システム、健診機器、及びプログラム","長瀬産業株式会社","G16H10/60,G16H10/00,G16H20/00","(57)【要約】
  本発明は、共用の健診機器を用いて測定した被健診者毎の健診データを収集する際の正確な個人認証と、収集した多量の健診データを集中的に一元管理するためのデータの管理システムを提供するものであり、集団健診における被健診者の個人認証及び収集した健診データを集中的に一元管理するための集団健診における個人認証及び健診データ管理システムであって、収集した健診データを、公衆通信網を介して格納する大容量データメモリを備え、前記健診データの利用を可能とした健康管理サーバーと、視認可能に添付したＱＲコードを有し、前記健康管理サーバーと公衆通信網を介して接続し、測定された健診データを前記健康管理サーバーに送信する通信制御部を備えている共用の健診機器と、前記ＱＲコードを撮影するカメラと、前記カメラにより撮影したＱＲコードの情報の解析を実行可能に搭載したプログラムと、前記ＱＲコードの情報を当該被健診者の個人認証情報と共に前記健康管理サーバーに送信する通信制御部とを備える被健診者端末とを含む、集団健診における個人認証及び健診データ管理システムにより達成できる。
","WO2020/235064","","特許6569027","","再表2020/235064","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-6569027/15/ja"
"特許6564539","特願2019-008701","2019/01/22","2019/08/21","スルホン酸化合物によるペプチド精製方法","長瀬産業株式会社","C07K1/22,C07D223/16@A,A61K38/03,A61K38/16,A61K38/08,A61K38/10,A61P43/00,105,A61P43/00,101,C07C309/20,C07C309/19,C07D311/32,C07K1/14,C07K1/30,C07C309/00","(57)【要約】
【課題】ペプチド合成によって得られたペプチドから目的ペプチドを精製する方法。
【解決手段】本願は、ペプチド合成によって得られたペプチドを溶媒の存在下でスルホン酸化合物と混合し、得られた固形物を液相から分取する工程を含む、目的ペプチドを精製する方法を提供する。
【選択図】なし
","特開2020-045327","","特許6564539","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-6564539/15/ja"
"再表2019/155929","特願2019-570687","2019/01/28","2019/08/15","繊維強化樹脂組成物及びその製造方法","長瀬産業株式会社","C08L1/00,C08L101/00,C08L23/00,C08L77/00,C08L3/00,C08L5/00,B29B15/10,B29K105:12,C08K7/02,C08K9/04","(57)【要約】
本発明においては、十分な強度及び剛性を有する成形体を得ることができる、繊維強化樹脂組成物を提供することを目的とする。本発明は、熱可塑性樹脂と、セルロース繊維と、少なくとも一つの水溶性の多糖類とを含む、繊維強化樹脂組成物を提供する。
","WO2019/155929","","特許6994520","","再表2019/155929","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2019-155929/19/ja"
"再表2019/151370","特願2019-569206","2019/01/31","2019/08/08","伸縮性積層体の製造方法","株式会社瑞光,積水フーラー株式会社,長瀬産業株式会社","D06M17/00@F,B32B5/26,B32B27/00@D,B32B27/30@B,B32B27/22,B32B7/027,B32B7/022,D06M17/04","(57)【要約】
肌触りがよく伸長時の応力に優れた伸縮性積層体を得ることが可能であり、なお且つ、通常のホットメルト接着剤塗布装置を用いて伸縮部材を塗工可能な、伸縮性積層体の製造方法を提供すること。
  伸縮性積層体の製造方法であって、
  溶融されたホットメルト組成物を塗工してホットメルト組成物層を得る工程１、
  第１の不織布、延伸された前記ホットメルト組成物層、及び第２の不織布をこの順に積層する工程２、及び、
  前記第１の不織布及び前記第２の不織布に、延伸された前記ホットメルト組成物層を、ホットメルト接着剤接合及び／又は超音波融着により接合する工程３を有し、
  前記ホットメルト組成物は、
  水素添加されたスチレン系ブロック共重合体（Ａ）及び可塑剤（Ｂ）を含み、
  前記ホットメルト組成物中１００質量％中に、前記水素添加されたスチレン系ブロック共重合体（Ａ）を５５～７０質量％、及び前記可塑剤（Ｂ）を５～２５質量％含み、
  前記水素添加されたスチレン系ブロック共重合体（Ａ）はスチレン－エチレン－ブチレン－スチレン共重合体及び／又はスチレン－エチレン－ブチレン／スチレン－スチレン共重合体であり、
  １８０℃における溶融粘度が１０，０００～３０，０００ｍＰａ・ｓであることを特徴とする、製造方法。
","WO2019/151370","","特許7235251","","再表2019/151370","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2019-151370/19/ja"
"特開2019-129726","特願2018-012709","2018/01/29","2019/08/08","ＯＴＲシミュレータ","長瀬産業株式会社","C12M1/00@D,C02F3/00@G,C12M3/02,C12N1/00@D,C12M1/34@Z","(57)【要約】
【課題】培養槽における酸素移動速度を計算するためのシミュレータを提供する。
【解決手段】本発明のシミュレータは、溶液酸素濃度に基づいて、酸素摂取速度を計算する手段と、飽和溶存酸素濃度と溶存酸素濃度と酸素移動容量係数に基づいて、酸素移動速度を計算する手段と、通気量と酸素移動速度と酸素摂取速度と二酸化炭素生成速度と水蒸気圧に基づいて、反応槽内の気相の酸素濃度を計算する手段と、反応槽内の気相の酸素分圧に基づいて、飽和溶存酸素濃度を計算する手段と、酸素移動速度と酸素摂取速度との間で定常状態を確立するために、酸素移動速度を計算する手段と酸素摂取速度を計算する手段との間でデータを調整する調整手段と、を備える。
【選択図】図１
","特開2019-129726","","特許7086617","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2019-129726/11/ja"
"特許6516902","特願2018-110375","2018/06/08","2019/05/22","塗装装置及び塗装方法","加美電子工業株式会社,長瀬産業株式会社","B05B7/24,B05D1/02@Z,B05B7/26,B05D1/34","(57)【要約】
【課題】安定した噴霧が可能な塗装装置及び塗装方法を提供する。
【解決手段】塗装装置５００は、二酸化炭素と塗料とを混合して混合物を得る混合器８と、液体の二酸化炭素を貯留する圧力容器２０と混合器８とを接続し、流量調節バルブを途中に有し、かつ、ポンプが設けられていない二酸化炭素ラインＬ２と、混合物を噴霧する噴霧器９と、前記二酸化炭素ライン内の二酸化炭素を冷却する熱交換器２８Ｃと、を備える。
【選択図】図１
","特開2019-209303","","特許6516902","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-6516902/15/ja"
"再表2019/069724","特願2019-518574","2018/09/21","2019/04/11","高い耐食性を付与する鋼材用反応性塗料","株式会社京都マテリアルズ,関西電力株式会社,三菱日立パワーシステムズ株式会社,長瀬産業株式会社","C09D201/00,C09D7/61,C09D5/00@D","(57)【要約】
  酸化バリウム及び／又は水酸化バリウム、並びに、金属硫酸塩を含む塗料であって、上記金属硫酸塩の水１００ｇに対する溶解量は５℃において０．５ｇ以上である、塗料が提供される。
","WO2019/069724","","特許6609725","","再表2019/069724","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2019-069724/19/ja"
"再表2019/069722","特願2019-506532","2018/09/21","2019/04/11","塗料及び被覆鋼材","株式会社京都マテリアルズ,長瀬産業株式会社","C09D201/00,B32B15/08@G,C09D7/61,C09D7/65,C09D101/00","(57)【要約】
  酸化カルシウム、水酸化カルシウム、酸化ストロンチウム、及び水酸化ストロンチウムからなる群より選択される少なくとも１種の化合物の粒子、並びに、金属硫酸塩の粒子を含む塗料が提供される。上記塗料において、上記金属硫酸塩の水１００ｇに対する溶解量は５℃において０．５ｇ以上であり、上記化合物の粒子の平均粒径は１７μｍ以下であり、上記金属硫酸塩の粒子の平均粒径は１７μｍ以下であり、上記化合物の粒子の含有量は、上記塗料の全固形分を基準として、０．１０～５０．０質量％であり、上記金属硫酸塩の粒子の含有量は、上記塗料の全固形分を基準として、０．０５～３０．０質量％である。
","WO2019/069722","","特許6587775","","再表2019/069722","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2019-069722/19/ja"
"特開2018-133080","特願2017-236441","2017/12/08","2018/08/23","データ管理装置及びコンテンツデータの提供方法","株式会社Ｋｏｍｐａｔｈ,長瀬産業株式会社","G06Q50/24,G06F12/00,520@P,G16H10/00,G16H30/00,G06F16/13,200,G16H30/20,G06F16/182,G06F16/27,G06F21/62,345","(57)【要約】
【課題】コンテンツデータとメタデータとが対応付けられて管理されている場合であっても、コンテンツデータにアクセスするためのコンテンツデータＩＤを複数の情報処理装置によって共有することができる。
【解決手段】付帯情報管理サーバ２５Ａ～２５Ｄの各々は、医用画像の画素情報と付帯情報とを含むＤＩＣＯＭ画像のうちの付帯情報に基づいて、画素情報の識別情報を表す画像ＩＤを生成する。データ管理サーバ３は、複数の付帯情報管理サーバ２５Ａ～２５Ｄの各々によって生成された画像ＩＤの各々と、画像ＩＤの各々に対応する画素情報とが対応付けられて格納されたユーザ情報データベース３３を備え、特定の要求信号を受け付けた場合に、ユーザ情報データベース３３に格納された画素情報のうち、要求信号に対応する画素情報を出力する。
【選択図】図２
","特開2018-133080","","特許6998747","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2018-133080/11/ja"
"特開2018-127511","特願2017-019556","2017/02/06","2018/08/16","脂質組成物、その用途及びその製造方法","長瀬産業株式会社","C11C3/00,A23L33/115,C12P7/64,C12N1/12@C,A61P9/10,101,A61K31/202,A61K31/232,C11B7/00,C12P7/6434,C12P7/6463,C12P7/6472,C12N1/125","(57)【要約】
【課題】本発明は、ｎ－３ＤＰＡ等のｎ－３ＰＵＦＡを含む脂質組成物を提供する。
【解決手段】本発明の脂質組成物は、ＧＣ－ＦＩＤのクロマトグラムにおけるピーク面積比として、メチルエステル換算で、脂肪酸成分の全量に対して、１０％以上のｎ－３ＤＰＡと、３０％以上のＤＨＡとを少なくとも含み、ｎ－６多価不飽和脂肪酸の含有量が合計で１５％以下であり、パルミチン酸の含有量が１０％以下であることを特徴とする。
【選択図】なし
","特開2018-127511","","特許6938163","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2018-127511/11/ja"
"特許6374594","特願2017-242148","2017/12/18","2018/08/15","塗装方法及びコーティング組成物","加美電子工業株式会社,長瀬産業株式会社","B05D1/02@Z,B05D3/12@Z,B05D3/00@D,C09D201/00,C09D7/12,C09D7/20,C09D7/80","(57)【要約】
【課題】塗料を溶剤により希釈することなく、コーティング組成物の細かいミストを安定的に形成することのできる塗装方法等を提供することを目的とする。
【解決手段】本発明に係る塗装方法は、塗料及び二酸化炭素を混合してコーティング組成物を得る工程と、前記コーティング組成物を対象物に噴霧する工程と、を備える。前記塗料は、溶剤を含まないか、又は、前記塗料全量に対して１質量％未満の溶剤を含む。前記塗料及び前記二酸化炭素は、二酸化炭素の密度が０．７ｋｇ／Ｌ以上となる温度及び圧力において混合され、混合される前記二酸化炭素の量は、前記塗料１００質量部に対して１．５質量部以上である。
【選択図】図１
","特開2019-107610","","特許6374594","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-6374594/15/ja"
"特開2018-117619","特願2018-009398","2018/01/24","2018/08/02","カロテノイド組成物、カロテノイド組成物の製造方法、カロテノイド組成物を生産する微生物","国立大学法人広島大学,長瀬産業株式会社","C12P23/00,A23L33/10,C12N1/12@C,C12N1/00@Z,C09B61/00@A,C12N1/125","(57)【要約】
【課題】微生物を用いて、アスタシンに加えて他のカロテノイドを同時に含むカロテノイド組成物又はアスタシンを生産するための手段、及び、有用な複数のカロテノイドを含むカロテノイド組成物を提供する。
【解決手段】本発明は、アスタシンと、アスタキサンチン、フェニコキサンチン、カンタキサンチン、エキネノン及びβ－カロテンからなる群から選択される４以上の化合物とを含むカロテノイド組成物又はアスタシンを製造する方法であって、前記カロテノイド組成物又はアスタシンを生産する能力を有する微生物を培養する工程と、前記工程で得られた培養物から前記カロテノイド組成物又はアスタシンを取得する工程とを含むことを特徴とする方法に関する。本発明はまた前記微生物に関する。本発明はまた前記カロテノイド組成物に関する。本発明はまたアスタシンを生産する能力を有する微生物の微生物体とアスタシンとを含む培養物に関する。
【選択図】なし
","特開2018-117619","","特許6722209","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2018-117619/11/ja"
"特開2018-115294","特願2017-008530","2017/01/20","2018/07/26","被覆基材及びその製造方法","ナガセケミカル株式会社,株式会社竹中工務店,長瀬産業株式会社","C09K21/02,B32B9/00@A,B32B21/04,E04B1/94@R","(57)【要約】      （修正有）
【課題】高い防火性能を与え、可燃性基材の表面を外部から視認可能な被覆基材及びその製造方法の提供。
【解決手段】可燃性基材１０、可燃性基材１０上に設けられたシリカを主成分とする中間層２０、及び、中間層２０上に設けられたアルカリ金属珪酸塩層３０を備える被覆基材１００。可燃性基材１０の表面に中間層２０を形成する工程、及び中間層２０上にアルカリ金属珪酸塩層３０を形成する工程を備える被覆基材１００の製造方法。中間層２０はシリカを主成分とする層で、シリカの質量割合が６０％以上、７０％以上、８０％以上、９０％以上でも良く、厚みが２０μｍ以下、好ましくは１０μｍ以下であり、２μｍ以上、好ましくは５μｍ以上であり、形状は板状（鱗片状）とすることが好ましく、アルカル金属珪酸塩層３０の重量が１００ｇ／ｍ２以上、５００ｇ／ｍ２以上でも良く、亦、３０００ｇ／ｍ２以下、１５００ｇ／ｍ２以下でも良い、被覆基材１００。
【選択図】図１
","特開2018-115294","","特許6581123","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2018-115294/11/ja"
"特開2018-114724","特願2017-008535","2017/01/20","2018/07/26","被覆基材及びその製造方法","ナガセケミカル株式会社,株式会社竹中工務店,長瀬産業株式会社","B32B5/02@Z,B27M3/00@M,E04B1/94@V,B32B9/00@A,B32B5/02@B,B32B21/04,B32B21/10,C09K21/02,C09D1/02,E04B1/94@R","(57)【要約】
【課題】高い防火性能を与えることのできる被覆基材、および、その製造方法を提供する。
【解決手段】被覆基材は、可燃性基材１０、及び、可燃性基材１０上に設けられたアルカリ金属珪酸塩層３０を備え、アルカリ金属珪酸塩層３０は繊維を含有する。
【選択図】図１
","特開2018-114724","","特許6794278","拒絶2020-009008","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2018-114724/11/ja"
"特開2018-070206","特願2016-210956","2016/10/27","2018/05/10","食品用容器","寿化成工業株式会社,太子食品工業株式会社,長瀬産業株式会社","B65D65/40@D,B65D85/30,101,B65D1/00,110,B65D85/30,600","(57)【要約】
【課題】養生期間を必要とせず、食品の剥離性に優れる食品用容器を提供すること。
【解決手段】食品を収容するための凹部を備え、凹部の内表面が酸化カルシウム及び／又は水酸化カルシウムを含む樹脂層を有し、樹脂層における酸化カルシウム及び水酸化カルシウムの含有量の合計が、樹脂層の全質量を基準として、２．０～５０．０質量％である、食品用容器。
【選択図】図１
","特開2018-070206","","特許6853999","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2018-070206/11/ja"
"特開2018-052883","特願2016-192019","2016/09/29","2018/04/05","シノリン含水結晶並びにその組成物、製法及び用途","株式会社林原,長瀬産業株式会社","C07C251/20,A61K8/44,A61Q5/00,A61Q1/00,A61Q1/10,A61Q3/00,A61Q15/00,A61Q17/04,A61Q19/10,A61Q1/12,A61P17/00,A61P35/00,A61P31/10,A61P27/02,A61P17/14,A61K31/198","(57)【要約】
【課題】本発明が解決しようとする課題は、高湿下でも吸湿し難く、保存安定性の高いシノリンの結晶を提供することである。
【解決手段】シノリン含水結晶及びシノリン含水結晶含有組成物並びにそれらの製造方法及び用途を提供する。
【選択図】図１
","特開2018-052883","","特許6945288","拒絶2021-007471","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2018-052883/11/ja"
"特許6251449","特願2017-205551","2017/10/24","2017/12/20","離型剤組成物、離型膜の形成方法、及び塗装装置","加美電子工業株式会社,長瀬産業株式会社","C09K3/00@R,B05D7/24,301@Q,B05D7/24,301@Z,B05C5/00,101,B29C33/60,B29C33/58,B05D5/08@Z,B05B7/24,B29C44/58,B05D5/08","(57)【要約】
【課題】二酸化炭素を用いた噴霧塗装によっても、対象物に十分な離型性を付与することのできる離型剤組成物を提供する。
【解決手段】ワックス及び溶剤を含有する離型剤と、液体二酸化炭素と、を含み、溶剤は、２０℃、１気圧で液体であり、溶剤は、溶解度パラメータが１７．５（ＭＰａ）０．５以下の溶剤を含み、液体二酸化炭素は、７００ｋｇ／ｍ３以上の密度を有する、離型剤組成物。
【選択図】図１
","特開2019-014222","","特許6251449","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-6251449/15/ja"
"特許6251442","特願2017-142128","2017/07/21","2017/12/20","塗装方法及び塗装装置","加美電子工業株式会社,長瀬産業株式会社","B05D1/02@Z,B05D3/00@B,B05D7/24,301@F,B05B7/32,B05B7/24","(57)【要約】      （修正有）
【課題】塗料と二酸化炭素との液体混合物が液－液２相を形成する場合であっても、噴霧の脈動を抑制できる塗装方法等の提供。
【解決手段】二酸化炭素と塗料とを混合器８内で混合して液体混合物を得る工程と、混合器８内の液体混合物をオリフィス９ｂに供給して噴霧する工程と、を備え、混合器８からオリフィス９ｂに供給される液体混合物は液－液２相系を形成し、混合器８を出てからオリフィス９ｂに到達するまでの液体混合物の滞留時間を１０秒以下とする塗装方法。好ましくは混合器８からオリフィス９ｂまで液体混合物を移送する導管Ｌ３が略水平に配置されている、塗装装置。
【選択図】図１
","特開2018-039000","","特許6251442","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-6251442/15/ja"
"特許6250218","特願2017-127770","2017/06/29","2017/12/20","トナー、トナーの製造方法、及び、捺染布帛の製造方法","長瀬産業株式会社","G03G9/08,392,G03G9/08,361,G03G9/08,331,G03G9/08,325,G03G9/08,333,G03G9/08,G03G9/08,384,G03G9/08,391,G03G9/08,381,G03G9/087,325,G03G9/087,331,G03G9/087,333,G03G9/09","(57)【要約】
【課題】捺染布帛の摩擦堅牢度を高くでき、かつ、シート基材へトナーを強固に定着させることができ、かつ、シート状基材への転写後のトナーの硬化工程を必須としない、トナー等を提供することを目的とする。
【解決手段】本発明のトナーは、少なくとも１種の昇華性分散染料、および、バインダー樹脂を含有するトナーである。このトナーにプランジャーで４．９０ＭＰａの圧力を与えかつ５℃／ｍｉｎで昇温させながら直径１ｍｍおよび長さ１ｍｍの孔から下方に流出させる流動性試験において、トナーの半量が流出する温度Ｔ１／２が１５０℃～１７５℃である。このトナーの１３０℃における損失正接ｔａｎδが０．３５以下である。
【選択図】図１
","特開2019-012134","","特許6250218","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-6250218/15/ja"
"特許6235749","特願2017-133928","2017/07/07","2017/11/22","塗装ガン、塗装装置、及び塗装方法","加美電子工業株式会社,長瀬産業株式会社","B05B1/24,B05B15/00,B05D1/02@Z,B05D1/26@Z,B05D7/24,303@B,B05C5/00@A,B05C11/00,B05B7/16,B05B7/26,B05B7/04","(57)【要約】
【課題】連続塗装を行った場合でも、塗膜の白化を抑制できる塗装ガン等を提供する。
【解決手段】塗装ガン１００は、液体二酸化炭素と塗料とを含む混合物を噴霧する塗装ガンであって、ノズル１２を有するガン本体１０と、ノズル１２の温度を制御するノズル温度制御部３０と、を備える。ノズル温度制御部３０は、ノズル１２の温度を取得するノズル温度取得部３２と、ノズル１２を加熱するヒータ３４と、ノズル１２の温度が２０℃以上、３１℃未満となるようにヒータ３４を制御するコントローラ３６と、を有する。
【選択図】図１
","特開2019-013894","","特許6235749","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-6235749/15/ja"
"特開2017-200964","特願2016-092552","2016/05/02","2017/11/09","光線制御用フィルム、積層体","国立大学法人北陸先端科学技術大学院大学,長瀬産業株式会社","C08L29/04@B,C08J5/02,B32B27/22,B32B27/28,101,B32B27/30,102,C08L29/14","(57)【要約】
【課題】温度によって透明性が変化する光線制御用フィルムを提供する。
【解決手段】ポリビニルブチラールと、エチレン－酢酸ビニル共重合体と、可塑剤とを含む、光線制御用フィルム。
【選択図】なし
","特開2017-200964","","特許6698418","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2017-200964/11/ja"
"特開2017-197475","特願2016-089659","2016/04/27","2017/11/02","安定化されたマイコスポリン様アミノ酸を含有する溶液、およびその製造方法","株式会社林原,長瀬産業株式会社","A61K31/198,A61K9/08,A61K8/02,A61P17/16,A61K47/10,A61K8/44,A61K8/34,A61Q17/04","(57)【要約】
【課題】安定化されたマイコスポリン様アミノ酸（ＭＡＡ）を含有する溶液を提供する。
【解決手段】ＭＡＡを、α－グルコシルヘスぺリジン、エリソルビン酸、α－グルコシルルチン、グルタチオン、二亜硫酸ナトリウム、アルブミン、没食子酸、ＥＤＴＡ、メタリン酸ナトリウム、クエン酸ナトリウム、アスパラギン酸、グルタミン酸、アルギニン、システイン、メチオニン、セリン、グルコース、トレハロース、ソルビトール、アロース、β－シクロデキストリン、ソルビン酸カリウム、安息香酸ナトリウム、パラヒドロキシ安息香酸ナトリウム、リジン塩酸塩、グルコサミン塩酸塩、マンニトール、ヒアルロン酸ナトリウム、エルゴチオネイン、および酢酸トコフェロールからなる群から選択される１以上の物質および溶媒と混合し、溶液を作製する。あるいは、ＭＡＡを、グリセロール、１，４－ブタンジオール、エチレングリコール、ジエチレングリコール、トリエチレングリコール、テトラエチレングリコール、およびペンタエチレングリコールからなる群から選択される１以上の物質を含む溶媒と混合し、溶液を作製する。
【選択図】なし
","特開2017-197475","","特許6719267","拒絶2020-005182","","特許 有効","権利の移転","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2017-197475/11/ja"
"特開2017-195826","特願2016-089912","2016/04/27","2017/11/02","セサミノールの製造方法","長瀬産業株式会社,株式会社ナガセビューティケァ","C12P17/18@D,C12N1/20@A,C12R1:245","(57)【要約】
【課題】本発明は、乳酸菌を用いてセサミノール配糖体を含有する原料からセサミノールを生成する新たな手段を提供することを課題とする。
【解決手段】本発明は、セサミノール配糖体を含有する原料を、ラクトバチルスに属する１以上の乳酸菌と共存させることにより、前記セサミノール配糖体からセサミノールを生成するセサミノール生成工程を含む、セサミノールの製造方法に関する。
【選択図】図１
","特開2017-195826","","特許6723811","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2017-195826/11/ja"
"特開2017-158546","特願2017-038868","2017/03/02","2017/09/14","トレハンジェリンの製造法","学校法人北里研究所,長瀬産業株式会社","C12N15/00@A,C12N9/10,C12N9/02,C12P19/12,C12N1/15,C12N1/19,C12N1/21,C12N5/10,C12N15/53,C12N15/54,C12N15/52@Z","(57)【要約】
【課題】
  光過敏症の治療薬及び化粧品として有望なトレハンジェリンの生合成に関与する酵素群及びそれをコードするＤＮＡを提供し、さらに当該酵素群及び組換え微生物を利用したトレハンジェリンの製造方法を提供すること。
【解決手段】
  配列番号３、５、７、又は９に記載のアミノ酸配列を有するタンパク質、あるいは、配列番号３、５、７、又は９において１から数個のアミノ酸が欠失、置換、付加及び／若しくは挿入されたアミノ酸配列、又は配列番号６のアミノ酸配列と６０％以上の相同性を有するアミノ酸配列を有し、かつ、トレハンジェリンの生合成に関与する酵素活性を有するタンパク質、並びに、当該タンパク質をコードするＤＮＡ等。
【選択図】なし
","特開2017-158546","","特許6951702","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2017-158546/11/ja"
"再表2017/150367","特願2017-536912","2017/02/24","2017/09/08","樹脂組成物および該樹脂組成物を用いた成形体","セツナン化成株式会社,長瀬産業株式会社","C08L23/08,C08K5/09,C08K5/10,C08L23/0807","(57)【要約】
  超高分子量ポリエチレン系樹脂を含む樹脂組成物であって、超高分子量ポリエチレン系樹脂由来の優れた特性を損なうことなく、汎用ポリエチレン同様の方法により成形し得る樹脂組成物を提供する。
  本発明の樹脂組成物は、粘度平均分子量が３０万以上の超高分子量ポリエチレン系樹脂（Ａ）と、縮合ヒドロキシ脂肪酸および／またはそのアルコールエステル（Ｂ）とを含む。１つの実施形態においては、上記樹脂組成物が、超高分子量ポリエチレン系樹脂（Ａ）以外の樹脂（Ｃ）を含み、該樹脂（Ｃ）が、オレフィン系樹脂である、
","WO2017/150367","","特許6359777","拒絶2018-003579","再表2017/150367","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2017-150367/19/ja"
"再表2017/150304","特願2017-521262","2017/02/22","2017/09/08","エルゴチオネインの発酵生産","長瀬産業株式会社","C12P17/10,C12N15/00@A,C12N1/19,C12N1/21","(57)【要約】
  エルゴチオネイン生産能を有する微生物を培養し、菌体外に産生されたエルゴチオネインを取得することを特徴とするエルゴチオネインの製造方法であって、該微生物がエルゴチオネイン生合成遺伝子を過剰発現させた微生物である方法、ならびに上記方法において微生物がヒスチジンアンモニアリアーゼ活性を低減または消失させた、あるいはヒスチジンアンモニアリアーゼ遺伝子発現を低下または消失させた微生物である方法。
","WO2017/150304","","特許6263672","拒絶2017-015834","再表2017/150304","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2017-150304/19/ja"
