"文献番号","出願番号","出願日","公知日","発明の名称","出願人/権利者","FI","公開番号","公告番号","登録番号","審判番号","その他","ステージ","イベント詳細","文献URL"
"特開2021-128995","特願2020-022072","2020/02/13","2021/09/02","ロードポート、及びロードポートにおけるマッピング処理方法","シンフォニアテクノロジー株式会社","H01L21/68@A,H10P72/30@A","特開2021-128995","","特許7583239","拒絶2024-013326","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-128995/11/ja"
"特開2021-122062","特願2021-083685","2021/05/18","2021/08/26","容器パージ装置","シンフォニアテクノロジー株式会社","H01L21/68@A,H10P72/30@A","特開2021-122062","","特許7193755","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-122062/11/ja"
"特開2021-119617","特願2021-074617","2021/04/27","2021/08/12","ロードポート及びロードポートを備える基板搬送システム","シンフォニアテクノロジー株式会社","H01L21/68@A,B65G1/00,541,H10P72/30@A","特開2021-119617","","特許7148825","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-119617/11/ja"
"特開2021-119093","特願2020-013225","2020/01/30","2021/08/12","振動搬送装置","シンフォニアテクノロジー株式会社","B65G27/30,B65G47/14,101@C","特開2021-119093","","特許7401753","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-119093/11/ja"
"特開2021-109746","特願2020-003118","2020/01/10","2021/08/02","回転振動機及び振動搬送装置","シンフォニアテクノロジー株式会社","B65G27/10","特開2021-109746","","特許7436802","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-109746/11/ja"
"特開2021-109721","特願2020-001169","2020/01/08","2021/08/02","振動搬送装置","シンフォニアテクノロジー株式会社","B65G27/08","特開2021-109721","","特許7440745","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-109721/11/ja"
"特開2021-106250","特願2019-238137","2019/12/27","2021/07/26","搬送システム","シンフォニアテクノロジー株式会社","H01L21/68@A,H10P72/30@A","特開2021-106250","","特許7453507","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-106250/11/ja"
"特開2021-106249","特願2019-238136","2019/12/27","2021/07/26","搬送システム","シンフォニアテクノロジー株式会社","H01L21/68@A,H10P72/30@A","特開2021-106249","","特許7421077","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-106249/11/ja"
"特開2021-095228","特願2019-225692","2019/12/13","2021/06/24","巻上搬送装置における振れ止め制御システム","シンフォニアテクノロジー株式会社,国立大学法人豊橋技術科学大学","B66C13/22@M,B66C13/06@M,B66C23/00@C","特開2021-095228","","特許7386476","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-095228/11/ja"
"特開2021-092972","特願2019-223208","2019/12/10","2021/06/17","キャリアパレット車及びパレット進入方法","シンフォニアテクノロジー株式会社","G05D1/02@W,B65D19/42,B60P1/02@Z,B60P3/00@L,G05D1/02@L,B65D19/00,G05D1/24,G05D1/242,G05D1/43,G05D1/60,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D109:00,G05D109:10,G05D111:00,G05D111:63","特開2021-092972","","特許7417053","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-092972/11/ja"
"特開2021-091538","特願2019-224415","2019/12/12","2021/06/17","搬送装置、搬送装置において加振モータの設置位置を定める方法","シンフォニアテクノロジー株式会社","B65G27/20","特開2021-091538","","特許7378024","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-091538/11/ja"
"特開2021-090072","特願2021-034534","2021/03/04","2021/06/10","ドア開閉システムおよびドア開閉システムを備えたロードポート","シンフォニアテクノロジー株式会社","H01L21/68@A,H10P72/30@A","特開2021-090072","","特許7164824","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-090072/11/ja"
"特開2021-088441","特願2019-219422","2019/12/04","2021/06/10","パーツフィーダ","シンフォニアテクノロジー株式会社","B65G47/14,101@C,B65G47/28@M","特開2021-088441","","特許7373721","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-088441/11/ja"
"特開2021-086444","特願2019-215641","2019/11/28","2021/06/03","運行管理システム","シンフォニアテクノロジー株式会社","G06Q10/06,B65G63/00@F,G06Q50/40","特開2021-086444","","特許7626919","拒絶2024-018426","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-086444/11/ja"
"特開2021-080047","特願2019-207586","2019/11/18","2021/05/27","振動搬送装置","シンフォニアテクノロジー株式会社","B65G27/08","特開2021-080047","","特許7328539","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-080047/11/ja"
"特開2021-075383","特願2019-205333","2019/11/13","2021/05/20","振動コンベヤ","シンフォニアテクノロジー株式会社","B65G27/04","特開2021-075383","","特許7324990","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-075383/11/ja"
"特開2021-071429","特願2019-199574","2019/11/01","2021/05/06","回転試験装置","シンフォニアテクノロジー株式会社","G01M15/02,G01M99/00@A","特開2021-071429","","特許7376778","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-071429/11/ja"
"特開2021-071068","特願2019-196912","2019/10/30","2021/05/06","容積型電磁ポンプ","シンフォニアテクノロジー株式会社","F04B17/04","特開2021-071068","","特許7372534","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-071068/11/ja"
"特開2021-068919","特願2021-015015","2021/02/02","2021/04/30","ロードポート","シンフォニアテクノロジー株式会社","H01L21/68@A,H10P72/30@A","特開2021-068919","","特許7193748","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-068919/11/ja"
"特開2021-058131","特願2019-184530","2019/10/07","2021/04/15","植物栽培システム","シンフォニアテクノロジー株式会社,松尾　誠也","A01G31/00,601@A","特開2021-058131","","特許7471582","拒絶2024-000755","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-058131/11/ja"
"特開2021-057364","特願2019-176172","2019/09/26","2021/04/08","搬送システム","シンフォニアテクノロジー株式会社","H01L21/68@A,H10P72/30@A","特開2021-057364","","特許7488442","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-057364/11/ja"
"特開2021-056600","特願2019-176957","2019/09/27","2021/04/08","キャリアパレット車及びパレット進入方法","シンフォニアテクノロジー株式会社","G05D1/02@Q,G05D1/02@H,G05D1/24,G05D1/242,G05D1/43,G05D1/60,G05D1/611,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D109:00,G05D109:10,G05D111:00,G05D111:60,G05D111:63,G05D111:67","特開2021-056600","","特許7406070","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-056600/11/ja"
"特開2021-054146","特願2019-176958","2019/09/27","2021/04/08","航空機地上支援車両","シンフォニアテクノロジー株式会社","B64F1/22,B64F1/32","特開2021-054146","","特許7406071","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-054146/11/ja"
"特開2021-052481","特願2019-173395","2019/09/24","2021/04/01","空港用支援車両、および、その充電方法","シンフォニアテクノロジー株式会社","H02J7/02@C,H02J7/00@P,H02J7/00,301@B,H02M3/28@K,B60L50/60,B60L53/16,B60L53/20,H02J7/00,H02J7/70","特開2021-052481","","特許7348497","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-052481/11/ja"
"特開2021-051524","特願2019-173679","2019/09/25","2021/04/01","作業機械周辺検出対象物位置検出システム、作業機械周辺検出対象物位置検出プログラム","シンフォニアテクノロジー株式会社","G06T7/70@A","特開2021-051524","","特許7319541","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-051524/11/ja"
"特開2021-040506","特願2019-163719","2019/09/09","2021/03/18","発現ベクター及び目的タンパク質の製造方法","シンフォニアテクノロジー株式会社,国立大学法人三重大学","C12N15/63@Z,A01K67/027,C12P21/02@C,A01K67/0278","特開2021-040506","","特許7445250","拒絶2023-021009","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-040506/11/ja"
"特開2021-038946","特願2019-158710","2019/08/30","2021/03/11","異常検知装置及び機械学習用入力データの作成方法","シンフォニアテクノロジー株式会社","G01M99/00@Z,G06N20/00,130,G06F17/18@Z","特開2021-038946","","特許7303436","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-038946/11/ja"
"特開2021-038047","特願2019-159546","2019/09/02","2021/03/11","搬送装置","シンフォニアテクノロジー株式会社,株式会社相浦機械,国立大学法人豊橋技術科学大学","B66C13/32@K,B63B25/04@Z,B63B27/00@E","特開2021-038047","","特許7381007","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-038047/11/ja"
"特開2021-022804","特願2019-137461","2019/07/26","2021/02/18","作業機械周辺監視システム、作業機械周辺監視プログラム","シンフォニアテクノロジー株式会社","H04N7/18@V,E02F9/26@A,B60R1/00@A,H04N7/18@J,B60R1/20,100,B60R1/27","特開2021-022804","","特許7332868","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-022804/11/ja"
"特開2021-015017","特願2019-128964","2019/07/11","2021/02/12","帯域分光光量子計","シンフォニアテクノロジー株式会社,国立大学法人豊橋技術科学大学","G01J1/02@A,G01J3/51,G01J1/44@A","特開2021-015017","","特許7292632","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-015017/11/ja"
"特開2021-013213","特願2019-125091","2019/07/04","2021/02/04","モータ及びステータの製造方法","シンフォニアテクノロジー株式会社","H02K9/19@A,H02K15/121,H02K15/122","特開2021-013213","","特許7348482","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-013213/11/ja"
"特開2021-012534","特願2019-126278","2019/07/05","2021/02/04","パレット搬送システム","シンフォニアテクノロジー株式会社","G05D1/02@T,G05D1/43,G05D1/60,G05D1/622,G05D1/633,G05D1/656,G05D1/678,G05D1/69,G05D1/693,G05D105:00,G05D105:20,G05D109:00","特開2021-012534","","特許7353575","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-012534/11/ja"
"特開2021-008048","特願2019-121667","2019/06/28","2021/01/28","熱転写プリンタ","シンフォニアテクノロジー株式会社","B41J2/325@A,B41J17/02","特開2021-008048","","特許7277869","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-008048/11/ja"
"特開2021-007287","特願2019-121202","2019/06/28","2021/01/21","同期電動機の制御装置","シンフォニアテクノロジー株式会社","H02P27/08,H02P21/22,H02P25/024","特開2021-007287","","特許7376765","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-007287/11/ja"
"特開2021-007172","特願2020-169584","2020/10/07","2021/01/21","ＥＦＥＭ装置","シンフォニアテクノロジー株式会社","H01L21/68@A,H10P72/30@A","特開2021-007172","","特許7181476","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-007172/11/ja"
"特開2021-005920","特願2019-117635","2019/06/25","2021/01/14","モータ","シンフォニアテクノロジー株式会社","H02K1/32@B,H02K3/24@J,H02K9/19@A","特開2021-005920","","特許7364859","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-005920/11/ja"
"特開2021-004625","特願2019-117634","2019/06/25","2021/01/14","回転機","シンフォニアテクノロジー株式会社","F16J15/44@C,F16C33/80,F16N31/00@B,F16N7/18,F16C33/66@Z,H02K5/173@A,F16J15/447","特開2021-004625","","特許7252455","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-004625/11/ja"
"特開2021-004394","特願2019-118284","2019/06/26","2021/01/14","遠心噴霧装置","シンフォニアテクノロジー株式会社","B22F9/10","特開2021-004394","","特許7319531","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-004394/11/ja"
"特開2021-004393","特願2019-118283","2019/06/26","2021/01/14","遠心噴霧装置および微粉末の製造方法","シンフォニアテクノロジー株式会社","B22F9/10,B22D11/01@B","特開2021-004393","","特許7319530","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-004393/11/ja"
"特開2021-000007","特願2019-114230","2019/06/20","2021/01/07","細胞回収方法及び細胞培養装置","シンフォニアテクノロジー株式会社","C12N1/02,C12M1/32,C12M3/00@Z,C12N5/00","特開2021-000007","","特許7428866","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-000007/11/ja"
"特開2021-000005","特願2019-114220","2019/06/20","2021/01/07","細胞培養装置","シンフォニアテクノロジー株式会社","C12M1/00@G","特開2021-000005","","特許7481608","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-000005/11/ja"
"特開2020-202643","特願2019-107493","2019/06/07","2020/12/17","回転機の制御装置","シンフォニアテクノロジー株式会社","H02P23/04","特開2020-202643","","特許7311759","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2020-202643/11/ja"
"特開2020-199665","特願2019-107108","2019/06/07","2020/12/17","熱転写プリンタ","シンフォニアテクノロジー株式会社","B41J2/375,B41J29/38@Z,B41J29/38,B41J2/325@A","特開2020-199665","","特許7296545","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2020-199665/11/ja"
"特開2020-191338","特願2019-094754","2019/05/20","2020/11/26","金属ベース基板","シンフォニアテクノロジー株式会社,日本シイエムケイ株式会社","H05K1/02@J,H05K1/02@F,H05K3/00@X","特開2020-191338","","特許7240953","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2020-191338/11/ja"
"特開2020-185765","特願2019-093532","2019/05/17","2020/11/19","印刷方法及び熱転写プリンタ","シンフォニアテクノロジー株式会社","B41J2/325@A,B41J2/32@J,B41M3/06@C","特開2020-185765","","特許7257614","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2020-185765/11/ja"
