法人番号,特定排出者コード,事業者・事業所名,区分,業種,所在地,"温室効果ガス算定排出量(tCO2)",ページ
4000020172022,991720200,七尾市,特定事業所排出者,地方公務,石川県七尾市,18356,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=991720200&repDivID=1"
6500001009653,740186283,株式会社イージーエス,特定事業所排出者,廃棄物処理業,愛媛県新居浜市,18349,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=740186283&repDivID=1"
1000020050008,990500909,秋田県教育委員会,特定事業所排出者,地方公務,秋田県秋田市,18348,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=990500909&repDivID=1"
8070001002774,220038889,富士機械株式会社,特定事業所排出者,輸送用機械器具製造業,群馬県前橋市,18347,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=220038889&repDivID=1"
6010001048783,982050060,富士フイルム富山化学株式会社,特定事業所排出者,化学工業,東京都中央区,18347,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=982050060&repDivID=1"
2010005024495,991334992,ラサールロジポート投資法人,特定事業所排出者,倉庫業,東京都千代田区,18330,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=991334992&repDivID=1"
5140001046503,540143549,株式会社ＮＥＯＭＡＸ近畿,特定事業所排出者,電気機械器具製造業,兵庫県養父市,18326,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=540143549&repDivID=1"
3370001001404,100188518,日本ファインセラミックス株式会社,特定事業所排出者,窯業・土石製品製造業,宮城県仙台市,18325,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=100188518&repDivID=1"
4010401030574,985851805,横浜ゴム株式会社,特定荷主,ゴム製品製造業,神奈川県平塚市,18311,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=985851805&repDivID=5"
4010005018545,985452936,一般財団法人電力中央研究所,特定事業所排出者,学術・開発研究機関,東京都千代田区,18296,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=985452936&repDivID=1"
5300001000261,840103363,株式会社ＪＡフーズさが,特定事業所排出者,食料品製造業,佐賀県佐賀市,18287,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=840103363&repDivID=1"
6400501000411,130126463,株式会社日ピス岩手,特定事業所排出者,輸送用機械器具製造業,岩手県一関市,18280,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=130126463&repDivID=1"
6000020222097,992220904,島田市役所,特定事業所排出者,地方公務,静岡県島田市,18277,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=992220904&repDivID=1"
1012301012548,216058876,株式会社ギフト,特定事業所排出者,飲食店,東京都渋谷区,18272,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=216058876&repDivID=1"
6150005003176,510201187,宗教法人天理教,特定事業所排出者,宗教,奈良県天理市,18268,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=510201187&repDivID=1"
3000020168921,991689208,新川広域圏事務組合,特定事業所排出者,廃棄物処理業,富山県魚津市,18263,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=991689208&repDivID=1"
2010701019419,985454402,トピー工業株式会社,特定荷主,鉄鋼業,東京都品川区,18250,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=985454402&repDivID=5"
5000020052132,990521300,北秋田市,特定事業所排出者,地方公務,秋田県北秋田市,18250,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=990521300&repDivID=1"
1500001004428,740090763,株式会社レデイ薬局,特定事業所排出者,各種商品小売業,愛媛県松山市,18240,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=740090763&repDivID=1"
9180301001869,440121333,マルサンアイ株式会社,特定事業所排出者,飲料・たばこ・飼料製造業,愛知県岡崎市,18230,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=440121333&repDivID=1"
2170001003735,520148996,和歌山高炉セメント株式会社,特定事業所排出者,窯業・土石製品製造業,和歌山県和歌山市,18226,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=520148996&repDivID=1"
3010001034893,985630500,日東富士製粉株式会社,特定事業所排出者,食料品製造業,東京都中央区,18225,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=985630500&repDivID=1"
3120001031541,580006099,日立造船株式会社,特定事業所排出者,はん用機械器具製造業,大阪府大阪市,18217,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=580006099&repDivID=1"
8120001113054,582322740,株式会社京阪流通システムズ,特定事業所排出者,各種商品小売業,大阪府大阪市,18217,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=582322740&repDivID=1"
4390001008677,280023547,山形航空電子株式会社,特定事業所排出者,電子部品・デバイス・電子回路製造業,山形県新庄市,18195,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=280023547&repDivID=1"
7120001197420,580396941,株式会社パル,特定事業所排出者,織物・衣服・身の回り品小売業,大阪府大阪市,18179,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=580396941&repDivID=1"
3060001010857,110160851,住友電工電子ワイヤー株式会社,特定事業所排出者,非鉄金属製造業,栃木県鹿沼市,18173,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=110160851&repDivID=1"
4130001000899,500007711,サンコール株式会社,特定事業所排出者,金属製品製造業,京都府京都市,18164,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=500007711&repDivID=1"
2200001025131,370093925,飛騨運輸株式会社,特定貨物輸送事業者,道路貨物運送業,岐阜県高山市,18158,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=370093925&repDivID=2"
8360001001598,900145970,那覇空港ビルディング株式会社,特定事業所排出者,不動産賃貸業・管理業,沖縄県那覇市,18147,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=900145970&repDivID=1"
1270001005326,690183751,米久おいしい鶏株式会社,特定事業所排出者,食料品製造業,鳥取県琴浦町,18143,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=690183751&repDivID=1"
9120001011711,581496010,株式会社鳥貴族,特定事業所排出者,飲食店,大阪府大阪市,18141,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=581496010&repDivID=1"
7100001013686,300032371,長野液酸工業株式会社,特定事業所排出者,化学工業,長野県松本市,18137,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=300032371&repDivID=1"
1080401000838,430032731,株式会社遠鉄ストア,特定事業所排出者,飲食料品小売業,静岡県浜松市,18125,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=430032731&repDivID=1"
4220001015673,380070512,丸井織物株式会社,特定事業所排出者,繊維工業,石川県中能登町,18119,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=380070512&repDivID=1"
9020001013057,200182384,株式会社柴橋商会,特定事業所排出者,洗濯・理容・美容・浴場業,神奈川県横浜市,18104,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=200182384&repDivID=1"
6140001058935,540033510,山陽特殊製鋼株式会社,特定荷主,鉄鋼業,兵庫県姫路市,18102,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=540033510&repDivID=5"
5260001000233,610049164,アサゴエ工業株式会社,特定事業所排出者,鉄鋼業,岡山県岡山市,18093,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=610049164&repDivID=1"
8120001044472,570017508,ステラケミファ株式会社,特定事業所排出者,化学工業,大阪府大阪市,18084,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=570017508&repDivID=1"
2000020202037,992020304,上田市,特定事業所排出者,地方公務,長野県上田市,18079,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=992020304&repDivID=1"
9120001059610,580012185,イソライト工業株式会社,特定事業所排出者,窯業・土石製品製造業,大阪府大阪市,18075,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=580012185&repDivID=1"
2120901041244,252052126,太陽ファルマテック株式会社,特定事業所排出者,化学工業,大阪府高槻市,18070,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=252052126&repDivID=1"
7011101016142,981039362,日本アエロジル株式会社,特定事業所排出者,化学工業,東京都新宿区,18047,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=981039362&repDivID=1"
6180001121887,992311295,株式会社北名古屋クリーンシステム,特定事業所排出者,廃棄物処理業,愛知県北名古屋市,18037,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=992311295&repDivID=1"
9180001022224,400081823,中京陸運株式会社,特定貨物輸送事業者,道路貨物運送業,愛知県名古屋市,18030,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=400081823&repDivID=2"
4010601031653,220276030,株式会社ＩＨＩエアロスペース,特定事業所排出者,輸送用機械器具製造業,群馬県富岡市,18028,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=220276030&repDivID=1"
9290001017403,820003736,株式会社ランテック,特定事業所排出者,倉庫業,福岡県福岡市,18027,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=820003736&repDivID=1"
4430001054502,010863886,アイシン北海道株式会社,特定事業所排出者,輸送用機械器具製造業,北海道苫小牧市,18025,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=010863886&repDivID=1"
2460101000421,982943501,カルビーポテト株式会社,特定荷主,食料品製造業,北海道芽室町,18006,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=982943501&repDivID=5"
0000000000000,990920171,宇都宮市教育委員会,特定事業所排出者,地方公務,栃木県宇都宮市,18005,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=990920171&repDivID=1"
9250001001451,770004185,株式会社ユニクロ,特定荷主,織物・衣服・身の回り品小売業,東京都江東区,18003,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=770004185&repDivID=5"
9240001002418,600039905,カワダ株式会社,特定事業所排出者,輸送用機械器具製造業,広島県広島市,18002,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=600039905&repDivID=1"
6030001147947,270605950,株式会社　丸和運輸機関,特定貨物輸送事業者,道路貨物運送業,埼玉県吉川市,17994,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=270605950&repDivID=2"
3080001010252,420041674,株式会社ホテイフーズコーポレーション,特定事業所排出者,飲料・たばこ・飼料製造業,静岡県静岡市,17989,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=420041674&repDivID=1"
7010001127982,960354532,ＤＩＣグラフィックス株式会社,特定事業所排出者,化学工業,東京都中央区,17981,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=960354532&repDivID=1"
4080001003255,420125308,株式会社　タカラ・エムシー,特定事業所排出者,飲食料品小売業,静岡県静岡市,17973,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=420125308&repDivID=1"
6011001045853,985225400,三桜工業株式会社,特定事業所排出者,輸送用機械器具製造業,東京都渋谷区,17959,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=985225400&repDivID=1"
1000020380008,993800005,愛媛県,特定事業所排出者,地方公務,愛媛県松山市,17957,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=993800005&repDivID=1"
1000020019721,990197208,釧路広域連合,特定事業所排出者,廃棄物処理業,北海道釧路市,17956,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=990197208&repDivID=1"
6130001029573,500568296,SGリアルティ株式会社,特定事業所排出者,不動産賃貸業・管理業,京都府京都市,17951,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=500568296&repDivID=1"
6140001068331,580026242,加藤産業株式会社,特定荷主,飲食料品卸売業,兵庫県西宮市,17948,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=580026242&repDivID=5"
7080001000613,420141867,株式会社ABC,特定事業所排出者,娯楽業,静岡県静岡市,17947,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=420141867&repDivID=1"
3080101008510,410007651,五條製紙株式会社,特定事業所排出者,パルプ・紙・紙加工品製造業,静岡県富士市,17942,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=410007651&repDivID=1"
2021001019513,980473138,株式会社オーネックス,特定事業所排出者,金属製品製造業,東京都町田市,17930,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=980473138&repDivID=1"
3140001040103,540053399,タテホ化学工業株式会社,特定事業所排出者,化学工業,兵庫県赤穂市,17905,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=540053399&repDivID=1"
9030002035744,270150457,株式会社流通サービス,特定貨物輸送事業者,道路貨物運送業,埼玉県草加市,17899,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=270150457&repDivID=2"
1100001020696,300055221,ＫＯＡ株式会社,特定事業所排出者,電子部品・デバイス・電子回路製造業,長野県箕輪町,17886,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=300055221&repDivID=1"
8340001004124,890220251,南九州福山通運株式会社,特定貨物輸送事業者,道路貨物運送業,鹿児島県鹿児島市,17884,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=890220251&repDivID=2"
1010401083204,580040457,株式会社ＭＯＬＤＩＮＯ,特定事業所排出者,生産用機械器具製造業,東京都墨田区,17877,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=580040457&repDivID=1"
